X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,rad1,rad2,label
-0.050610631704330444,0.328413724899292,0.3776649981737137,-0.06240817904472351,0.346746563911438,0.0826474130153656,0.07567250728607178,0.3215547800064087,0.45250897109508514,-0.10705307126045227,0.562943696975708,-0.0667237937450409,0.055468618869781494,0.5446970462799072,0.6062512397766113,-0.26111435890197754,0.545634925365448,0.020681232213974,1.4262392003526247,1.662554075578927,0
-0.021964073181152344,0.3651634156703949,0.16570203751325607,-0.05181369185447693,0.39639022946357727,-0.08787231892347336,0.0900125503540039,0.3308543860912323,0.20320681482553482,-0.08638516068458557,0.6116642653942108,-0.22072715312242508,0.0758826732635498,0.5542905032634735,0.28184110671281815,-0.2369486391544342,0.5447790920734406,-0.09318160265684128,1.2103284242138992,1.3119823415715808,0
0.006376743316650391,0.38202014565467834,0.25801220536231995,-0.03719305992126465,0.4132985770702362,-0.03046642243862152,0.13471806049346924,0.34115830063819885,0.30125105381011963,-0.0854131281375885,0.6161731779575348,-0.16127325594425201,0.11245650053024292,0.5636604726314545,0.3441354036331177,-0.2503252327442169,0.5582302510738373,0.011013396084308624,1.1628406726915272,1.4662676953584926,0
-0.0805056095123291,0.3390882909297943,0.21912053227424622,-0.06186491250991821,0.34810230135917664,-0.04116511344909668,-0.14548403024673462,0.5010691583156586,0.23762769997119904,0.07288318872451782,0.3913755714893341,0.02763669565320015,-0.2862781286239624,0.5264169275760651,0.23655349016189575,0.04135328531265259,0.5920555293560028,0.13463817909359932,2.130418781439224,1.7256934536003214,0
-0.07250005006790161,0.3620804250240326,0.05959590524435043,-0.06069546937942505,0.36619600653648376,-0.206889308989048,-0.16501280665397644,0.5438034236431122,0.011528514325618744,0.07191199064254761,0.3496396839618683,-0.11519008874893188,-0.3124045431613922,0.526007741689682,-0.043720025569200516,0.03092879056930542,0.5797070562839508,0.019685760140419006,1.9215311136630744,1.2703004306324346,0
-0.07195165753364563,0.36820948123931885,0.10762187279760838,-0.0580613911151886,0.36932647228240967,-0.14080611430108547,-0.14245101809501648,0.5557944178581238,0.04672759957611561,0.07832127809524536,0.3345322608947754,-0.08326647244393826,-0.278717041015625,0.5311290621757507,-0.01539616845548153,0.045031189918518066,0.5719428658485413,0.004475772380828857,1.751221312321209,1.1816896052144243,0
-0.09686827659606934,0.37864235043525696,0.048079103231430054,-0.07191598415374756,0.37850436568260193,-0.22030776739120483,-0.16821691393852234,0.5601947009563446,-0.016556091606616974,0.07345312833786011,0.34455791115760803,-0.14810368418693542,-0.3249926269054413,0.5109277069568634,-0.05347578227519989,0.03732210397720337,0.5788209140300751,-0.06758852861821651,1.6407671480285952,1.1883613374215758,0
-0.05103790760040283,0.3944278657436371,0.16380866430699825,-0.08845686912536621,0.39792749285697937,-0.12948730029165745,0.069455087184906,0.37740644812583923,0.13034307025372982,-0.15177476406097412,0.5625458061695099,-0.21135582961142063,0.03939414024353027,0.5735982358455658,0.14995925687253475,-0.33724963665008545,0.6072017252445221,-0.12889916636049747,1.2784203326030976,2.174255381358993,0
-0.023121565580368042,0.38762933015823364,0.21630648523569107,-0.0638309121131897,0.4075930714607239,-0.0024239569902420044,0.0907602310180664,0.3457481861114502,0.2357436791062355,-0.12224417924880981,0.6032947897911072,-0.0215449258685112,0.06642228364944458,0.5824847221374512,0.3270900174975395,-0.2782425880432129,0.5691916346549988,0.196565143764019,1.1159421718263707,1.645632879644477,0
-0.012896358966827393,0.3933524787425995,0.21802610158920288,-0.05405047535896301,0.42243853211402893,-0.021997511386871338,0.10049867630004883,0.3372615873813629,0.3020014390349388,-0.10303378105163574,0.6275880634784698,-0.0866217240691185,0.0789492130279541,0.5827500522136688,0.38839534670114517,-0.25209906697273254,0.5649473965167999,0.11378058604896069,1.0238800643823156,1.4073592613614474,0
-0.05965828895568848,0.3727947771549225,0.28021618723869324,-0.10439038276672363,0.4076181948184967,-0.016011595726013184,0.06478714942932129,0.36208489537239075,0.34519171714782715,-0.18574762344360352,0.586391419172287,-0.06580948829650879,0.02712571620941162,0.5765769779682159,0.4055626392364502,-0.35973748564720154,0.5642818510532379,0.13650332018733025,1.311134486859589,1.8714754906594624,0
-0.04224669933319092,0.31947216391563416,0.33993420004844666,-0.08134269714355469,0.3502753674983978,0.07840311527252197,0.05487370491027832,0.2921435534954071,0.47071295976638794,-0.12212774157524109,0.5234643518924713,-0.022084161639213562,0.03347599506378174,0.49257054924964905,0.6164848506450653,-0.25759071111679077,0.4892238676548004,0.14499078691005707,1.1901423422388853,1.5544961935608599,0
-0.07061097025871277,0.34375810623168945,0.25637948513031006,-0.06951683759689331,0.36193960905075073,-0.06321065127849579,-0.13218531012535095,0.5191912055015564,0.28882896900177,0.08158552646636963,0.3404998183250427,-0.08780933916568756,-0.2739039659500122,0.48120933771133423,0.3306943476200104,0.029246628284454346,0.5495584607124329,0.04439201205968857,1.6464930069985253,1.1845351519898015,0
-0.07023406028747559,0.3653923571109772,0.17078251019120216,-0.0648479163646698,0.3672122061252594,-0.107992272824049,-0.10742789506912231,0.5452115833759308,0.1919054575264454,0.09567475318908691,0.33264896273612976,-0.13175278529524803,-0.227798193693161,0.4865219295024872,0.2490074373781681,0.05682104825973511,0.5718906819820404,-0.013392604887485504,1.3211012132238202,1.197719353021394,0
